code,local_code,name,iso_country
IQ-AR,AR,Arbil Governorate,IQ
IQ-BA,BA,Basra Governorate,IQ
IQ-BB,BB,Babil Governorate,IQ
IQ-BG,BG,Baghdad Governorate,IQ
IQ-DA,DA,Duhok Governorate,IQ
IQ-DI,DI,Diyala Governorate,IQ
IQ-DQ,DQ,Dhi Qar Governorate,IQ
IQ-KA,KA,Karbala Governorate,IQ
IQ-MA,MA,Maysan Governorate,IQ
IQ-MU,MU,Al-Muthanna Governorate,IQ
IQ-NA,NA,Najaf Governorate,IQ
LC-08,08,Micoud,LC
IQ-NI,NI,Ninawa Governorate,IQ
IQ-QA,QA,Al-Qadisiyyah Governorate,IQ
IQ-SD,SD,Salah ad Din Governorate,IQ
IQ-SW,SW,As-Sulaymaniyyah Governorate,IQ
IQ-TS,TS,Kirkuk Governorate,IQ
IQ-U-A,U-A,(unassigned),IQ
IQ-WA,WA,Wasit Governorate,IQ
IR-01,01,East Azarbaijan Province,IR
IR-02,02,West Azarbaijan Province,IR
IR-03,03,Ardabil Province,IR
IR-04,04,Esfahan Province,IR
IR-05,05,Iiam Province,IR
IR-06,06,Bushehr Province,IR
IR-07,07,Tehran Province,IR
IR-08,08,Chaharmahal and Bakhtiari Province,IR
IR-10,10,Khuzestan Province,IR
IR-11,11,Zanjan Province,IR
IR-12,12,Semnan Province,IR
IR-13,13,Sistan and Baluchestan Province,IR
IR-14,14,Fars Province,IR
IR-15,15,Kerman Province,IR
IR-16,16,Kordestan Province,IR
IR-17,17,Kermanshah Province,IR
IR-18,18,Kohgiluyeh and Boyer-Ahmad Province,IR
IR-19,19,Gilan Province,IR
IR-20,20,Lorestan Province,IR
IR-21,21,Mazandaran Province,IR
IR-22,22,Markazi Province,IR
IR-23,23,Hormozgan Province,IR
IR-24,24,Hamadan Province,IR
IR-25,25,Yazd Province,IR
IR-26,26,Qom Province,IR
IR-27,27,Golestan Province,IR
IR-28,28,Qazvin Province,IR
IR-29,29,South Khorasan Province,IR
IR-30,30,Razavi Khorasan Province,IR
IR-31,31,North Khorasan Province,IR
IR-U-A,U-A,(unassigned),IR
IS-1,1,Capital Region,IS
IS-2,2,Southern Peninsula,IS
IS-3,3,Western Region,IS
IS-4,4,Westfjords,IS
IS-5,5,Northwestern Region,IS
IS-6,6,Northeastern Region,IS
IS-7,7,Eastern Region,IS
IS-8,8,Southern Region,IS
IS-U-A,U-A,(unassigned),IS
IT-21,21,Piedmont,IT
IT-23,23,Valle d'Aosta,IT
IT-25,25,Lombardy,IT
IT-32,32,Trentino-Alto Adige,IT
IT-34,34,Veneto,IT
IT-36,36,Friuli-Venezia Giulia,IT
IT-42,42,Liguria,IT
IT-45,45,Emilia-Romagna,IT
IT-52,52,Tuscany,IT
IT-55,55,Umbria,IT
IT-57,57,Marche,IT
IT-62,62,Lazio,IT
IT-65,65,Abruzzi,IT
IT-67,67,Molise,IT
IT-72,72,Campania,IT
IT-75,75,Apulia,IT
IT-77,77,Basilicata,IT
IT-78,78,Calabria,IT
IT-82,82,Sicily,IT
IT-88,88,Sardinia,IT
IT-U-A,U-A,(unassigned),IT
JE-U-A,U-A,(unassigned),JE
JM-01,01,Kingston,JM
JM-02,02,Saint Andrew,JM
JM-03,03,Saint Thomea,JM
JM-04,04,Portland,JM
JM-05,05,Saint Mary,JM
JM-06,06,Saint Ann,JM
JM-07,07,Trelawny,JM
JM-08,08,Saint James,JM
JM-09,09,Hanover,JM
JM-10,10,Westmoreland,JM
JM-11,11,Saint Elizabeth,JM
JM-12,12,Manchester,JM
JM-13,13,Clarendon,JM
JM-14,14,Saint Catherine,JM
JM-U-A,U-A,(unassigned),JM
JO-AJ,AJ,Ajln Governorate,JO
JO-AM,AM,Amman Governorate,JO
JO-AQ,AQ,Al 'Aqaba Governorate,JO
JO-AT,AT,At Tafilah Governorate,JO
JO-AZ,AZ,Az Zarga Governorate,JO
JO-BA,BA,Al Balqa' Governorate,JO
JO-JA,JA,Jarash Governorate,JO
JO-JR,JR,Irbid Governorate,JO
JO-KA,KA,Al Karak Governorate,JO
JO-MA,MA,Al Mafraq Governorate,JO
JO-MD,MD,Madaba Governorate,JO
JO-MN,MN,Ma'an Governorate,JO
JO-U-A,U-A,(unassigned),JO
JP-01,01,Hokkaidō Prefecture,JP
JP-02,02,Aomori Prefecture,JP
JP-03,03,Iwate Prefecture,JP
JP-04,04,Miyagi Prefecture,JP
JP-05,05,Akita Prefecture,JP
JP-06,06,Yamagata Prefecture,JP
JP-07,07,Fukusima Prefecture,JP
JP-08,08,Ibaraki Prefecture,JP
JP-09,09,Tochigi Prefecture,JP
JP-10,10,Gunma Prefecture,JP
JP-11,11,Saitama Prefecture,JP
JP-12,12,Chiba Prefecture,JP
JP-13,13,Tōkyō Prefecture,JP
JP-14,14,Kanagawa Prefecture,JP
JP-15,15,Niigata Prefecture,JP
JP-16,16,Toyama Prefecture,JP
JP-17,17,Ishikawa Prefecture,JP
JP-18,18,Fukui Prefecture,JP
JP-19,19,Yamanashi Prefecture,JP
JP-20,20,Nagano Prefecture,JP
JP-21,21,Gifu Prefecture,JP
JP-22,22,Shizuoka Prefecture,JP
JP-23,23,Aichi Prefecture,JP
JP-24,24,Mie Prefecture,JP
JP-25,25,Shiga Prefecture,JP
JP-26,26,Kyōto Prefecture,JP
JP-27,27,Ōsaka Prefecture,JP
JP-28,28,Hyōgo Prefecture,JP
JP-29,29,Nara Prefecture,JP
JP-30,30,Wakayama Prefecture,JP
JP-31,31,Tottori Prefecture,JP
JP-32,32,Shimane Prefecture,JP
JP-33,33,Okayama Prefecture,JP
JP-34,34,Hiroshima Prefecture,JP
JP-35,35,Yamaguchi Prefecture,JP
JP-36,36,Tokushima Prefecture,JP
JP-37,37,Kagawa Prefecture,JP
JP-38,38,Ehime Prefecture,JP
JP-39,39,Kōchi Prefecture,JP
JP-40,40,Fukuoka Prefecture,JP
JP-41,41,Saga Prefecture,JP
JP-42,42,Nagasaki Prefecture,JP
JP-43,43,Kumamoto Prefecture,JP
JP-44,44,Ōita Prefecture,JP
JP-45,45,Miyazaki Prefecture,JP
JP-46,46,Kagoshima Prefecture,JP
JP-47,47,Okinawa Prefecture,JP
KE-110,110,Nairobi Province,KE
KE-200,200,Central Province,KE
KE-300,300,Coast Province,KE
KE-400,400,Eastern Province,KE
KE-500,500,North-Eastern Province,KE
KE-600,600,Nyanza Province,KE
KE-700,700,Rift Valley Province,KE
KE-900,900,Western Province,KE
KE-U-A,U-A,(unassigned),KE
KG-B,B,Batken Region,KG
KG-C,C,Chuy Region,KG
KG-GB,GB,Bishkek City,KG
KG-GO,GO,Osh City,KG
KG-J,J,Jalal-Abad Region,KG
KG-N,N,Naryn Region,KG
KG-O,O,Osh Region,KG
KG-T,T,Talas Region,KG
KG-U-A,U-A,(unassigned),KG
KG-Y,Y,Issyk Kul Region,KG
KH-1,1,Banteay Mean Chey,KH
KH-10,10,Krachoh,KH
KH-11,11,Mondol Kiri,KH
KH-12,12,Phnom Penh,KH
KH-13,13,Preah Vihear,KH
KH-14,14,Prey Veaeng,KH
KH-15,15,Pousaat,KH
KH-16,16,Rotanak Kiri,KH
KH-17,17,Siem Reab,KH
KH-18,18,Xrong Preah Sihanouk,KH
KH-19,19,Stueng Traeng,KH
KH-2,2,Baat Dambang,KH
KH-20,20,Svaay Rieng,KH
KH-21,21,Taakaev,KH
KH-22,22,Otdar Mean Chey,KH
KH-23,23,Krong Kaeb,KH
KH-24,24,Krong Pailin,KH
KH-3,3,Kampong Chaam,KH
KH-4,4,Kampong Chhnang,KH
KH-5,5,Kampong Spueu,KH
KH-6,6,Kampong Thum,KH
KH-7,7,Kampot,KH
KH-8,8,Kandaal,KH
KH-9,9,Kach Kong,KH
KH-U-A,U-A,(unassigned),KH
KI-G,G,Gilbert Islands,KI
KI-L,L,Line Islands,KI
KI-P,P,Phoenix Islands,KI
KI-U-A,U-A,(unassigned),KI
KM-A,A,Anjouan Ndzouani,KM
KM-G,G,Grande Comore Ngazidja,KM
KM-M,M,Moheli Moili,KM
KM-U-A,U-A,(unassigned),KM
KN-U-A,U-A,(unassigned),KN
KP-01,01,Pyongyang (capital city),KP
KP-02,02,South Pyongan Province,KP
KP-03,03,North Pyongan Province,KP
KP-04,04,Chagang Province,KP
KP-05,05,South Hwanghae Province,KP
KP-06,06,North Hwanghae Province,KP
KP-07,07,Kangwon Province,KP
KP-08,08,South Hamgyong Province,KP
KP-09,09,North Hamgyong Province,KP
KP-10,10,Ryanggang Province,KP
KP-13,13,Rason (special city),KP
KP-U-A,U-A,(unassigned),KP
KR-11,11,Seoul Teugbyeolsi,KR
KR-26,26,Busan Gwang'yeogsi,KR
KR-27,27,Daegu Gwang'yeogsi,KR
KR-28,28,Incheon Gwang'yeogsi,KR
KR-29,29,Gwangju Gwang'yeogsi,KR
KR-30,30,Daejeon Gwang'yeogsi,KR
KR-31,31,Ulsan Gwang'yeogsi,KR
KR-41,41,Gyeonggido,KR
KR-42,42,Gang'weondo,KR
KR-43,43,Chungcheongbugdo,KR
KR-44,44,Chungcheongnamdo,KR
KR-45,45,Jeonrabugdo,KR
KR-46,46,Jeonranamdo,KR
KR-47,47,Gyeongsangbugdo,KR
KR-48,48,Gyeongsangnamdo,KR
KR-49,49,Jejudo,KR
KR-U-A,U-A,(unassigned),KR
KS-U-A,U-A,(unassigned),XK
KW-AH,AH,Al Ahmadi Governorate,KW
KW-FA,FA,Al Farwaniyah Governorate,KW
KW-HA,HA,Hawalli Governorate,KW
KW-JA,JA,Al Jahra Governorate,KW
KW-KU,KU,Al Asimah Governorate,KW
KW-MU,MU,Mubarak Al-Kabeer Governorate,KW
KW-U-A,U-A,(unassigned),KW
KY-U-A,U-A,(unassigned),KY
KZ-AKM,AKM,Akmola Region,KZ
KZ-AKT,AKT,Aktobe Region,KZ
KZ-ALA,ALA,Almaty City,KZ
KZ-ALM,ALM,Almaty Region,KZ
KZ-AST,AST,Astana City,KZ
KZ-ATY,ATY,Atyrau Region,KZ
KZ-BAY,BAY,Baikonur City,KZ
KZ-KAR,KAR,Karaganda Region,KZ
KZ-KUS,KUS,Kostanay Region,KZ
KZ-KZY,KZY,Kyzylorda Region,KZ
KZ-MAN,MAN,Mangystau Region,KZ
KZ-PAV,PAV,Pavlodar Region,KZ
KZ-SEV,SEV,North Kazakhstan Region,KZ
KZ-U-A,U-A,(unassigned),KZ
KZ-VOS,VOS,East Kazakhstan Region,KZ
KZ-YUZ,YUZ,South Kazakhstan Region,KZ
KZ-ZAP,ZAP,West Kazakhstan Region,KZ
KZ-ZHA,ZHA,Jambyl Region,KZ
LA-AT,AT,Attapu Province,LA
LA-BK,BK,Bokeo Province,LA
LA-BL,BL,Bolikhamxai Province,LA
LA-CH,CH,Champasak Province,LA
LA-HO,HO,Houaphan Province,LA
LA-KH,KH,Khammouan Province,LA
LA-LM,LM,Louang Namtha Province,LA
LA-LP,LP,Louangphabang Province,LA
LA-OU,OU,Oudomxai Province,LA
LA-PH,PH,Phongsali Province,LA
LA-SL,SL,Salavan Province,LA
LA-SV,SV,Savannakhet Province,LA
LA-U-A,U-A,(unassigned),LA
LA-VI,VI,Vientiane Province,LA
LA-VT,VT,Vientiane Prefecture,LA
LA-XA,XA,Xaignabouli Province,LA
LA-XE,XE,Xekong Province,LA
LA-XI,XI,Xiangkhoang Province,LA
LA-XN,XN,Xiasomboun Province,LA
LB-AK,AK,Aakkar Governorate,LB
LB-AS,AS,North Governorate,LB
LB-BA,BA,Beirut Governorate,LB
LB-BH,BH,Baalbek-Hermel Governorate,LB
LB-BI,BI,Beqaa Governorate,LB
LB-JA,JA,South Governorate,LB
LB-JL,JL,Mount Lebanon Governorate,LB
LB-NA,NA,Nabatieh Governorate,LB
LB-U-A,U-A,(unassigned),LB
LC-01,01,Anse la Raye,LC
LC-02,02,Castries,LC
LC-03,03,Choiseul,LC
LC-04,04,Dauphin,LC
LC-05,05,Dennery,LC
LC-06,06,Gros Islet,LC
LC-09,09,Praslin,LC
LC-10,10,Soufrière,LC
LC-11,11,Vieux Fort,LC
LC-U-A,U-A,(unassigned),LC
LI-01,01,Balzers,LI
LI-02,02,Eschen,LI
LI-03,03,Gamprin,LI
LI-04,04,Mauren,LI
LI-05,05,Planken,LI
LI-06,06,Ruggell,LI
LI-07,07,Schaan,LI
LI-08,08,Schellenberg,LI
LI-09,09,Triesen,LI
LI-10,10,Triesenberg,LI
LI-11,11,Vaduz,LI
LI-U-A,U-A,(unassigned),LI
LK-1,1,Western Province,LK
LK-2,2,Central Province,LK
LK-3,3,Southern Province,LK
LK-4,4,Northern Province,LK
LK-5,5,Eastern Province,LK
LK-6,6,North Western Province,LK
LK-7,7,North Central Province,LK
LK-8,8,Uva Province,LK
LK-9,9,Sabaragamuwa Province,LK
LK-U-A,U-A,(unassigned),LK
LR-BG,BG,Bong County,LR
LR-BM,BM,Bomi County,LR
LR-CM,CM,Grand Cape Mount County,LR
LR-GB,GB,Grand Basaa County,LR
LR-GG,GG,Grand Gedeh County,LR
LR-GK,GK,Grand Kru County,LR
LR-LO,LO,Lofa County,LR
LR-MG,MG,Margibi County,LR
LR-MO,MO,Montserrado County,LR
LR-MY,MY,Maryland County,LR
LR-NI,NI,Nimba County,LR
LR-RI,RI,Rivercess County,LR
LR-SI,SI,Sinoe County,LR
LR-U-A,U-A,(unassigned),LR
LS-A,A,Maseru,LS
LS-B,B,Butha-Buthe,LS
LS-C,C,Leribe,LS
LS-D,D,Berea,LS
LS-E,E,Mafeteng,LS
LS-F,F,Mohale's Hoek,LS
LS-G,G,Quthing,LS
LS-H,H,Qacha's Nek,LS
LS-J,J,Mokhotlong,LS
LS-K,K,Thaba-Tseka,LS
LS-U-A,U-A,(unassigned),LS
LT-AL,AL,Alytus County,LT
LT-KL,KL,Klaipėda County,LT
LT-KU,KU,Kaunas County,LT
LT-MR,MR,Marijampolė County,LT
LT-PN,PN,Panevėžys County,LT
LT-SA,SA,Šiauliai County,LT
LT-TA,TA,Tauragė County,LT
LT-TE,TE,Telšiai County,LT
LT-U-A,U-A,(unassigned),LT
LT-UT,UT,Utena County,LT
LT-VL,VL,Vilnius County,LT
LU-D,D,Diekirch,LU
LU-G,G,Grevenmacher,LU
LU-L,L,Luxembourg,LU
LU-U-A,U-A,(unassigned),LU
LV-AI,AI,Aizkraukle District,LV
LV-AL,AL,Alūksne District,LV
LV-BL,BL,Balvi District,LV
LV-BU,BU,Bauska District,LV
LV-CE,CE,Cēsis District,LV
LV-DA,DA,Daugavpils District,LV
LV-DGV,DGV,Daugavpils (city),LV
LV-DO,DO,Dobele District,LV
LV-GU,GU,Gulbene District,LV
LV-JEL,JEL,Jelgava (city),LV
MT-33,33,Mqabba,MT
LV-JK,JK,Jēkabpils District,LV
LV-JL,JL,Jelgava District,LV
LV-JUR,JUR,Jūrmala (city),LV
LV-KR,KR,Krāslava District,LV
LV-KU,KU,Kuldīga District,LV
LV-LE,LE,Liepāja District,LV
LV-LM,LM,Limbaži District,LV
LV-LPX,LPX,Liepāja (city),LV
LV-LU,LU,Ludza District,LV
LV-MA,MA,Madona District,LV
LV-OG,OG,Ogre District,LV
LV-PR,PR,Preiļi District,LV
LV-RE,RE,Rēzekne District,LV
LV-REZ,REZ,Rēzekne (city),LV
LV-RI,RI,Riga District,LV
LV-RIX,RIX,Riga (city),LV
LV-SA,SA,Saldus District,LV
LV-TA,TA,Talsi District,LV
LV-TU,TU,Tukums District,LV
LV-U-A,U-A,(unassigned),LV
LV-VE,VE,Ventspils,LV
LV-VEN,VEN,Ventspils (city),LV
LV-VK,VK,Valka District,LV
LV-VM,VM,Valmiera District,LV
LY-BA,BA,Benghazi District,LY
LY-BU,BU,Al Butnan District,LY
LY-DR,DR,Darnah District,LY
LY-GT,GT,Ghat District,LY
LY-JA,JA,Al Jabal al Akhdar District,LY
LY-JG,JG,Al Jabal al Gharbi District,LY
LY-JI,JI,Al Jfara District,LY
LY-JU,JU,Al Jufrah District,LY
LY-KF,KF,Al Kufrah District,LY
LY-MB,MB,Al Murgub District,LY
LY-MI,MI,Misurata District,LY
LY-MJ,MJ,Al Marj District,LY
LY-MQ,MQ,Murzuq District,LY
LY-NL,NL,Nalut District,LY
LY-NQ,NQ,An Nuqat al Khams District,LY
LY-SB,SB,Sabha District,LY
LY-SH,SH,Wadi Al Shatii District,LY
LY-SR,SR,Surt District,LY
LY-TB,TB,Tripoli District,LY
LY-U-A,U-A,(unassigned),LY
LY-WA,WA,Al Wahat District,LY
LY-WD,WD,Wadi Al Hayaa District,LY
LY-ZA,ZA,Az Zawiyah District,LY
MA-AGD,AGD,Agadir Province,MA
MA-ASZ,ASZ,Assa-Zag Province,MA
MA-AZI,AZI,Azilal Province,MA
MA-BAH,BAH,Aït Baha Province,MA
MA-BEM,BEM,Beni Mellal Province,MA
MA-BER,BER,Berkane Province,MA
MA-BES,BES,Ben Sllmane Province,MA
MA-BOD,BOD,Boujdour Province,MA
MA-BOM,BOM,Boulemane Province,MA
MA-CAS,CAS,Casablanca Province,MA
MA-CHE,CHE,Chefchaouene Province,MA
MA-CHI,CHI,Chichaoua Province,MA
MA-ERR,ERR,Errachidia Province,MA
MA-ESI,ESI,Essaouira Province,MA
MA-ESM,ESM,Es Smara Province,MA
MA-FES,FES,Fès Province,MA
MA-FIG,FIG,Figuig Province,MA
MA-GUE,GUE,Guelmim Province,MA
MA-HAJ,HAJ,El Hajeb Province,MA
MA-HAO,HAO,Al Haouz Province,MA
MA-HOC,HOC,Al Hoceïma Province,MA
MA-IFR,IFR,Ifrane Province,MA
MA-JDI,JDI,El Jadida Province,MA
MA-JRA,JRA,Jerada Province,MA
MA-KEN,KEN,Kénitra Province,MA
MA-KES,KES,Kelaat Sraghna Province,MA
MA-KHE,KHE,Khemisaet Province,MA
MA-KHN,KHN,Khenifra Province,MA
MA-KHO,KHO,Khouribga Province,MA
MA-LAA,LAA,Laâyoune (EH) Province,MA
MA-LAP,LAP,Larache Province,MA
MA-MAR,MAR,Marrakech Province,MA
MA-MEK,MEK,Meknsès Province,MA
MA-MEL,MEL,Aït Melloul Province,MA
MA-NAD,NAD,Nador Province,MA
MA-OUA,OUA,Ouarzazate Province,MA
MA-OUD,OUD,Oued ed Dahab (EH) Province,MA
MA-OUJ,OUJ,Oujda Province,MA
MA-RBA,RBA,Rabat-Salé Province,MA
MA-SAF,SAF,Safi Province,MA
MA-SEF,SEF,Sefrou Province,MA
MA-SET,SET,Settat Province,MA
MA-SIK,SIK,Sidl Kacem Province,MA
MA-TAO,TAO,Taounate Province,MA
MA-TAR,TAR,Taroudannt Province,MA
MA-TAT,TAT,Tata Province,MA
MA-TAZ,TAZ,Taza Province,MA
MA-TET,TET,Tétouan Province,MA
MA-TIZ,TIZ,Tiznit Province,MA
MA-TNG,TNG,Tanger Province,MA
MA-TNT,TNT,Tan-Tan Province,MA
MA-U-A,U-A,(unassigned),MA
MC-U-A,U-A,(unassigned),MC
MD-AN,AN,Anenii Noi,MD
MD-BE,BE,Bender,MD
MD-BL,BL,Bălţi,MD
MD-BR,BR,Briceni,MD
MD-BS,BS,Basarabeanca,MD
MD-C,C,Chişinău,MD
MD-CC,CC,Cameanca,MD
MD-CG,CG,Ceadîr-Lunga,MD
MD-CH,CH,Cahul,MD
MD-CL,CL,Călăraşi,MD
MD-CM,CM,Cimişlia,MD
MD-CN,CN,Cainari,MD
MD-CO,CO,Comrat,MD
MD-CR,CR,Criuleni,MD
MD-CS,CS,Căuşeni/Căuşani,MD
MD-CT,CT,Cantemir,MD
MD-DB,DB,Dubăsari,MD
MD-DN,DN,Donduşeni,MD
MD-DR,DR,Drochia,MD
MD-ED,ED,Edineţ,MD
MD-FL,FL,Făleşti,MD
MD-FR,FR,Floreşti,MD
MD-GL,GL,Glodeni,MD
MD-HN,HN,Hînceşti,MD
MD-IL,IL,Ialoveni,MD
MD-LV,LV,Leova,MD
MD-NS,NS,Nisporeni,MD
MD-OC,OC,Ocniţa,MD
MD-OR,OR,Orhei,MD
MD-RB,RB,Rîbniţa,MD
MD-RS,RS,Rîşcani,MD
MD-RZ,RZ,Rezina,MD
MD-SG,SG,Sîngerei,MD
MD-SL,SL,Slobozia,MD
MD-SR,SR,Soroca,MD
MD-ST,ST,Străşeni,MD
MD-SV,SV,Ştefan-Vodă,MD
MD-TA,TA,Taraclia,MD
MD-TL,TL,Teleneşti,MD
MD-TR,TR,Tiraspol,MD
MD-U-A,U-A,(unassigned),MD
MD-UN,UN,Ungheni,MD
MD-VL,VL,Vulcăneşti,MD
ME-01,01,Andrijevica Municipality,ME
ME-02,02,Bar Municipality,ME
ME-03,03,Berane Municipality,ME
ME-04,04,Bijelo Polje Municipality,ME
ME-05,05,Budva Municipality,ME
ME-06,06,Cetinje Municipality,ME
ME-07,07,Danilovgrad Municipality,ME
ME-08,08,Herceg-Novi Municipality,ME
ME-09,09,Kolašin Municipality,ME
ME-10,10,Kotor Municipality,ME
ME-11,11,Mojkovac Municipality,ME
ME-12,12,Nikšić Municipality,ME
ME-13,13,Plav Municipality,ME
ME-14,14,Pljevlja Municipality,ME
ME-15,15,Plužine Municipality,ME
ME-16,16,Podgorica Municipality,ME
ME-17,17,Rožaje Municipality,ME
ME-18,18,Šavnik Municipality,ME
ME-19,19,Tivat Municipality,ME
ME-20,20,Ulcinj Municipality,ME
ME-21,21,Žabljak Municipality,ME
ME-U-A,U-A,(unassigned),ME
MF-U-A,U-A,(unassigned),MF
MG-A,A,Toamasina,MG
MG-D,D,Antsiranana,MG
MG-F,F,Fianarantsoa,MG
MG-M,M,Mahajanga,MG
MG-T,T,Antananarivo,MG
MG-U,U,Toliara,MG
MG-U-A,U-A,(unassigned),MG
MH-ALK,ALK,Ailuk,MH
MH-ALL,ALL,Ailinglapalap,MH
MH-ARN,ARN,Arno,MH
MH-AUR,AUR,Aur,MH
MH-BIK,BIK,Bikini,MH
MH-EBO,EBO,Ebon,MH
MH-ENI,ENI,Eniwetok,MH
MH-JAL,JAL,Jaluit,MH
MH-KIL,KIL,Kili,MH
MH-KWA,KWA,Kwajalein,MH
MH-LAE,LAE,Lae,MH
MH-LIB,LIB,Lib,MH
MH-LIK,LIK,Likiep,MH
MH-MAJ,MAJ,Majuro,MH
MH-MAL,MAL,Maloelap,MH
MH-MEJ,MEJ,Mejit,MH
MH-MIL,MIL,Mili,MH
MH-NMK,NMK,Namorik,MH
MH-NMU,NMU,Namu,MH
MH-RON,RON,Rongelap,MH
MH-U-A,U-A,(unassigned),MH
MH-UJA,UJA,Ujae,MH
MH-UJL,UJL,Ujelang,MH
MH-UTI,UTI,Utirik,MH
MH-WTJ,WTJ,Wotje,MH
MH-WTN,WTN,Wotho,MH
MK-001,001,Vardar Statistical Region,MK
MK-002,002,Eastern Statistical Region,MK
MK-003,003,Southwestern Statistical Region,MK
MK-004,004,Southeastern Statistical Region,MK
MK-005,005,Pelagonia Statistical Region,MK
MK-006,006,Polog Statistical Region,MK
MK-007,007,Northeastern Statistical Region,MK
MK-008,008,Skopje Statistical Region,MK
MK-U-A,U-A,(unassigned),MK
ML-1,1,Kayes Region,ML
ML-2,2,Koulikoro Region,ML
ML-3,3,Sikasso Region,ML
ML-4,4,Ségou Region,ML
ML-5,5,Mopti Region,ML
ML-6,6,Tombouctou Region,ML
ML-7,7,Gao Region,ML
ML-8,8,Kidal Region,ML
ML-BK0,BK0,Bamako Capital District,ML
ML-U-A,U-A,(unassigned),ML
MM-01,01,Sagaing Division,MM
MM-02,02,Bago Division,MM
MM-03,03,Magway Division,MM
MM-04,04,Mandalay Division,MM
MM-05,05,Tanintharyi Division,MM
MM-06,06,Yangon Division,MM
MM-07,07,Ayeyarwady Division,MM
MM-11,11,Kachin State,MM
MM-12,12,Kayah State,MM
MM-13,13,Kayin State,MM
MM-14,14,Chin State,MM
MM-15,15,Mon State,MM
MM-16,16,Rakhine State,MM
MM-17,17,Shan State,MM
MM-U-A,U-A,(unassigned),MM
MN-035,035,Orhon,MN
MN-037,037,Darhan uul,MN
MN-039,039,Hentiy,MN
MN-041,041,Khövsgöl,MN
MN-043,043,Khovd,MN
MN-046,046,Uvs,MN
MN-047,047,Tov,MN
MN-049,049,Selenge,MN
MN-051,051,Shbaatar,MN
MN-053,053,Ömnögovi,MN
MN-055,055,Övörkhangai,MN
MN-057,057,Dzavhan,MN
MN-059,059,DundgovL,MN
MN-061,061,Dornod,MN
